"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00092159","2001-04","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","50.6","3,0","5",",0","4",",0","1",",0","0","4,0","0","1,0","0","3,0","0","3,0","0","1,0","25","1,0","0","1,0","","","20010420","+,3,0","20010430","+,4,0","20010430","+,1,0","","","20010403",",,0","20010410",",1,0","2.2","3,0,20,+","0","4,,0,30,+","0","1,,0,30,+","50.8",",,0,03,","31.7","1,0,10,","","","39.8","1,0","63.0",",,,0","0","1,,,0","18.60","3,0","25.84","1,,,0","11.36","3,,,0"
"USC00092159","2001-05","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","121.0","3,0","5","1,0","5","1,0","0","1,0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","28","3,0","5","3,0","","","20010523",",3,0","20010531","+,,0","20010531","+,,0","","","20010528",",1,0","20010520","+,3,0","10.6","3,0,23,","0",",,0,31,+","0",",,0,31,+","22.4","1,,0,28,","33.9","3,0,20,+","","","0.0","3,0","68.9","1,,,0","0",",,,0","22.66","3,0","29.42","3,,,0","15.89","3,,,0"
"USC00092159","2001-06","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","189.9","3,0","14","1,0","13","1,0","1","1,0","0",",0","0",",0","0","3,0","0","3,0","0","2,0","28","2,0","13","2,0","","","20010625","+,3,0","20010630","+,,0","20010630","+,,0","","","20010612",",1,0","20010627","+,2,0","16.7","3,0,25,+","0",",,0,30,+","0",",,0,30,+","38.1","1,,0,12,","33.3","2,0,27,+","","","0.0","2,0","149.9","1,,,0","0",",,,0","25.41","3,0","31.10","2,,,0","19.72","3,,,0"
"USC00092159","2001-07","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","287.7","1,0","6",",0","3",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","28",",0","","","20010718","+,1,0","20010731","+,,0","20010731","+,,0","","","20010730",",,0","20010719",",,0","20.0","1,0,18,+","0",",,0,31,+","0",",,0,31,+","30.0",",,0,30,","36.1",",0,19,","0.0","0","0.0",",0","50.7",",,,0","0",",,,0","27.97","1,0","33.47",",,,0","22.46","1,,,0"
"USC00092159","2001-08","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","4","1,0","4","1,0","0","1,0","0",",0","0",",0","","","","","","","","","","","","","","","20010831","+,,0","20010831","+,,0","","","20010814",",1,0","","","","","0",",,0,31,+","0",",,0,31,+","18.8","1,,0,14,","","","","","","","35.1","1,,,0","0",",,,0","","","","","",""
"USC00092159","2001-10","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","46.9","1,0","6","2,0","1","2,0","0","2,0","0",",0","0",",0","0",",0","0",",0","0","1,0","27","1,0","0","1,0","","","20011029","+,,0","20011031","+,,0","20011031","+,,0","","","20011014",",2,0","20011023","+,1,0","1.1",",0,29,+","0",",,0,31,+","0",",,0,31,+","16.3","2,,0,14,","29.4","1,0,23,+","","","51.9","1,0","20.9","2,,,0","0",",,,0","18.07","1,0","25.34","1,,,0","10.79",",,,0"
"USC00092159","2001-11","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","17.5","5,0","5","1,0","5","1,0","0","1,0","0",",0","0",",0","0","5,0","1","5,0","0","5,0","21","5,0","0","5,0","","","20011121",",5,0","20011130","+,,0","20011130","+,,0","","","20011125",",1,0","20011104",",5,0","-1.1","5,0,21,","0",",,0,30,+","0",",,0,30,+","16.5","1,,0,25,","27.8","5,0,04,","","","62.5","5,0","54.4","1,,,0","0",",,,0","16.53","5,0","23.96","5,,,0","9.10","5,,,0"
"USC00092159","2001-12","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","0.6","3,0","4","1,0","4","1,0","0","1,0","0",",0","0",",0","0","2,0","7","2,0","0","3,0","9","3,0","0","3,0","","","20011227",",2,0","20011231","+,,0","20011231","+,,0","","","20011217",",1,0","20011208",",3,0","-4.4","2,0,27,","0",",,0,31,+","0",",,0,31,+","22.9","1,,0,17,","25.6","3,0,08,","","","191.8","3,0","51.0","1,,,0","0",",,,0","11.65","3,0","18.03","3,,,0","5.27","2,,,0"
"USC00092159","2002-01","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","2.2","0","2.2","5,0","5",",0","5",",0","1",",0","0",",0","0","1,0","0","5,0","9","5,0","0","5,0","7","5,0","0","5,0","","","20020104",",5,0","20020131","+,,0","20020131","+,1,0","","","20020121",",,0","20020130",",5,0","-7.2","5,0,04,","0",",,0,31,+","0","1,,0,31,+","31.2",",,0,21,","26.7","5,0,30,","","","230.0","5,0","76.0",",,,0","0","1,,,0","9.57","5,0","16.04","5,,,0","3.10","5,,,0"
"USC00092159","2002-02","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","2.2","0","0.0","4,0","4",",0","4",",0","1",",0","0",",0","0",",0","0","3,0","4","3,0","0","4,0","3","4,0","0","4,0","","","20020228",",3,0","20020228","+,,0","20020228","+,,0","","","20020206",",,0","20020221",",4,0","-6.7","3,0,28,","0",",,0,28,+","0",",,0,28,+","66.8",",,0,06,","22.8","4,0,21,","","","221.3","4,0","83.5",",,,0","0",",,,0","9.09","4,0","16.18","4,,,0","2.00","3,,,0"
"USC00092159","2002-03","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","8","2,0","7","2,0","2","2,0","0",",0","0",",0","","","","","","","","","","","","","","","20020331","+,,0","20020331","+,,0","","","20020302",",2,0","","","","","0",",,0,31,+","0",",,0,31,+","43.2","2,,0,02,","","","","","","","122.2","2,,,0","0",",,,0","","","","","",""
"USC00092159","2002-04","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","4","1,0","3","1,0","1","1,0","0",",0","0",",0","0","5,0","0","5,0","","","","","","","","","20020407","+,5,0","20020430","+,,0","20020430","+,,0","","","20020430",",1,0","","","5.0","5,0,07,+","0",",,0,30,+","0",",,0,30,+","54.1","1,,0,30,","","","","","","","75.7","1,,,0","0",",,,0","","","","","13.54","5,,,0"
"USC00092159","2002-05","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","6",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","20020531","+,,0","20020531","+,,0","","","20020501",",,0","","","","","0",",,0,31,+","0",",,0,31,+","15.7",",,0,01,","","","","","","","57.1",",,,0","0",",,,0","","","","","",""
"USC00092159","2002-06","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","238.1","1,0","7",",0","7",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","18","1,0","","","20020616",",1,0","20020630","+,,0","20020630","+,,0","","","20020625",",,0","20020613","+,1,0","16.1","1,0,16,","0",",,0,30,+","0",",,0,30,+","21.6",",,0,25,","36.7","1,0,13,+","","","0.0","1,0","101.6",",,,0","0",",,,0","26.54","1,0","32.49","1,,,0","20.60","1,,,0"
"USC00092159","2002-07","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","11","2,0","8","2,0","3","2,0","","","0","2,0","","","","","","","","","","","","","","","","","20020731","+,2,0","","","20020730",",2,0","","","","","","","0","2,,0,31,+","41.9","2,,0,30,","","","","","","","154.7","2,,,0","0","2,,,0","","","","","",""
"USC00092159","2002-08","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","247.4","3,0","4","1,0","4","1,0","0","1,0","0",",0","0","1,0","0","2,0","0","2,0","0","3,0","28","3,0","21","3,0","","","20020810","+,2,0","20020831","+,,0","20020831","+,1,0","","","20020819",",1,0","20020819","+,3,0","18.3","2,0,10,+","0",",,0,31,+","0","1,,0,31,+","24.6","1,,0,19,","36.1","3,0,19,+","","","0.0","3,0","64.2","1,,,0","0","1,,,0","27.19","3,0","33.03","3,,,0","21.34","2,,,0"
"USC00092159","2002-09","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","205.6","1,0","8",",0","8",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","8","1,0","","","20020912","+,1,0","20020930","+,,0","20020930","+,,0","","","20020914",",,0","20020912","+,1,0","16.7","1,0,12,+","0",",,0,30,+","0",",,0,30,+","34.3",",,0,14,","36.7","1,0,12,+","","","0.0","1,0","128.4",",,,0","0",",,,0","25.42","1,0","30.59","1,,,0","20.26","1,,,0"
"USC00092159","2002-10","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","80.4","3,0","10","2,0","8","2,0","1","2,0","0",",0","0",",0","0","3,0","0","3,0","0","1,0","22","1,0","2","1,0","","","20021018",",3,0","20021031","+,,0","20021031","+,,0","","","20021015",",2,0","20021006",",1,0","6.7","3,0,18,","0",",,0,31,+","0",",,0,31,+","53.3","2,,0,15,","33.3","1,0,06,","","","23.7","1,0","90.4","2,,,0","0",",,,0","20.30","3,0","25.23","1,,,0","15.36","3,,,0"
"USC00092159","2002-11","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","2.5","4,0","6","1,0","6","1,0","2","1,0","0",",0","0",",0","0","4,0","5","4,0","0","4,0","4","4,0","0","4,0","","","20021129",",4,0","20021130","+,,0","20021130","+,,0","","","20021111",",1,0","20021110",",4,0","-2.8","4,0,29,","0",",,0,30,+","0",",,0,30,+","30.5","1,,0,11,","30.0","4,0,10,","","","185.8","4,0","93.6","1,,,0","0",",,,0","11.28","4,0","17.79","4,,,0","4.78","4,,,0"
"USC00092159","2002-12","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","0.0","5,0","7","1,0","4","1,0","2","1,0","0",",0","0",",0","0","4,0","12","4,0","0","5,0","1","5,0","0","5,0","","","20021201",",4,0","20021231","+,,0","20021231","+,,0","","","20021224",",1,0","20021219",",5,0","-6.1","4,0,01,","0",",,0,31,+","0",",,0,31,+","34.3","1,,0,24,","21.7","5,0,19,","","","274.3","5,0","94.8","1,,,0","0",",,,0","7.69","5,0","13.94","5,,,0","1.44","4,,,0"
"USC00092159","2003-01","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","0.0","0","0.0","2,0","6",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","19","1,0","0","2,0","1","2,0","0","2,0","","","20030125","+,1,0","20030131","+,,0","20030131","+,,0","","","20030122",",,0","20030109",",2,0","-11.7","1,0,25,+","0",",,0,31,+","0",",,0,31,+","20.8",",,0,22,","21.1","2,0,09,","","","363.5","2,0","53.1",",,,0","0",",,,0","5.84","2,0","12.82","2,,,0","-1.15","1,,,0"
"USC00092159","2003-02","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","0.0","0","0.0","5,0","10","1,0","7","1,0","3","1,0","0",",0","0",",0","0","4,0","4","4,0","0","4,0","6","4,0","0","4,0","","","20030212","+,4,0","20030228","+,,0","20030228","+,,0","","","20030216",",1,0","20030215",",4,0","-1.7","4,0,12,+","0",",,0,28,+","0",",,0,28,+","43.2","1,,0,16,","24.4","4,0,15,","","","196.0","4,0","164.6","1,,,0","0",",,,0","10.00","5,0","16.93","4,,,0","3.08","4,,,0"
"USC00092159","2003-03","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","10.3","0","10.3","3,0","15",",0","10",",0","2",",0","0",",0","0","1,0","0","3,0","1","3,0","0","3,0","19","3,0","0","3,0","","","20030331",",3,0","20030331","+,,0","20030331","+,1,0","","","20030307",",,0","20030314","+,3,0","0.0","3,0,31,","0",",,0,31,+","0","1,,0,31,+","53.3",",,0,07,","27.2","3,0,14,+","","","102.3","3,0","173.0",",,,0","0","1,,,0","15.05","3,0","21.54","3,,,0","8.55","3,,,0"
"USC00092159","2003-04","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","37.2","0","26.9","2,0","7","2,0","5","2,0","1","2,0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","26","1,0","0","1,0","","","20030401",",2,0","20030430","+,,0","20030430","+,,0","","","20030407",",2,0","20030430",",1,0","4.4","2,0,01,","0",",,0,30,+","0",",,0,30,+","38.1","2,,0,07,","30.6","1,0,30,","","","39.7","1,0","98.6",",a,,0","0",",,,0","17.97","2,0","25.17","1,,,0","10.78","2,,,0"
"USC00092159","2003-05","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","156.0","0","118.8","3,0","10",",0","8",",0","1",",0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","28","3,0","1","3,0","","","20030530",",3,0","20030531","+,,0","20030531","+,,0","","","20030522",",,0","20030509",",3,0","7.2","3,0,30,","0",",,0,31,+","0",",,0,31,+","58.4",",,0,22,","32.2","3,0,09,","","","0.6","3,0","139.9",",,,0","0",",,,0","22.56","3,0","28.41","3,,,0","16.70","3,,,0"
"USC00092159","2003-06","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","324.3","0","168.3","2,0","14","2,0","14","2,0","2","2,0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","28","2,0","11","2,0","","","20030629","+,2,0","20030630","+,,0","20030630","+,,0","","","20030614",",2,0","20030620","+,2,0","11.7","2,0,29,+","0",",,0,30,+","0",",,0,30,+","27.9","2,,0,14,","33.3","2,0,20,+","","","0.0","2,0","223.7",",a,,0","0",",,,0","24.34","2,0","31.11","2,,,0","17.58","2,,,0"
"USC00092159","2003-07","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","541.1","0","216.8","3,0","14",",0","9",",0","3",",0","0",",0","0",",0","0","3,0","0","3,0","0",",0","31",",0","20",",0","","","20030724","+,3,0","20030731","+,,0","20030731","+,,0","","","20030701",",,0","20030730","+,,0","13.9","3,0,24,+","0",",,0,31,+","0",",,0,31,+","51.3",",,0,01,","33.3",",0,30,+","0.0","0","0.0",",0","203.7",",,,0","0",",,,0","26.06","3,0","31.79",",,,0","20.33","3,,,0"
"USC00092159","2003-08","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","803.1","0","262.0",",0","13",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","","","20030823",",,0","20030831","+,,0","20030831","+,,0","","","20030804",",,0","20030827","+,,0","12.8",",0,23,","0",",,0,31,+","0",",,0,31,+","26.7",",,0,04,","33.9",",0,27,+","0.0","0","0.0",",0","96.4",",,,0","0",",,,0","26.79",",0","31.98",",,,0","21.59",",,,0"
"USC00092159","2003-09","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","967.1","0","164.0",",0","2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","","","20030929",",,0","20030930","+,,0","20030930","+,,0","","","20030922",",,0","20030904","+,,0","9.4",",0,29,","0",",,0,30,+","0",",,0,30,+","49.5",",,0,22,","33.3",",0,04,+","4.2","0","4.2",",0","52.5",",,,0","0",",,,0","23.66",",0","29.82",",,,0","17.50",",,,0"
"USC00092159","2003-10","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","994.6","0","27.5","3,0","5",",0","5",",0","1",",0","0","3,0","0","2,0","0","3,0","0","3,0","0","3,0","28","3,0","0","3,0","","","20031016",",3,0","20031031","+,3,0","20031031","+,2,0","","","20031007",",,0","20031022",",3,0","6.7","3,0,16,","0","3,,0,31,+","0","2,,0,31,+","33.5",",,0,07,","28.9","3,0,22,","20.1","0","15.9","3,0","63.5",",,,0","0","2,,,0","18.75","3,0","25.61","3,,,0","11.88","3,,,0"
"USC00092159","2003-11","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","1027.1","0","32.5","1,0","7",",0","6",",0","2",",0","0","1,0","0",",0","0",",0","3",",0","0","1,0","20","1,0","0","1,0","","","20031130",",,0","20031130","+,1,0","20031104",",,0","","","20031127",",,0","20031103","+,1,0","-2.8",",0,30,","0","1,,0,30,+","0",",T,0,04,","30.5",",,0,27,","28.9","1,0,03,+","127.3","0","107.2","1,0","83.0",",,,0","0",",T,,0","15.65","1,0","22.83","1,,,0","8.46",",,,0"
"USC00092159","2003-12","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","1027.1","0","0.0","1,0","6",",0","6",",0","0",",0","0",",0","0",",0","0","1,0","13","1,0","0","1,0","0","1,0","0","1,0","","","20031221",",1,0","20031231","+,,0","20031231","+,,0","","","20031205",",,0","20031223",",1,0","-5.0","1,0,21,","0",",,0,31,+","0",",,0,31,+","20.8",",,0,05,","20.6","1,0,23,","459.5","0","332.2","1,0","62.6",",,,0","0",",,,0","7.26","1,0","14.33","1,,,0","0.19","1,,,0"
"USC00092159","2004-01","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","0.0","0","0.0","2,0","5","4,0","3","4,0","0","4,0","0",",0","0",",0","0","2,0","17","2,0","0","2,0","2","2,0","0","2,0","","","20040108",",2,0","20040131","+,,0","20040131","+,,0","","","20040126",",4,0","20040105",",2,0","-6.1","2,0,08,","0",",,0,31,+","0",",,0,31,+","17.8","4,,0,26,","22.2","2,0,05,","802.8","0","343.3","2,0","71.2",",a,,0","0",",,,0","6.50","2,0","13.62","2,,,0","-0.63","2,,,0"
"USC00092159","2004-02","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","0.0","0","0.0","2,0","13","1,0","13","1,0","3","1,0","0",",0","0",",0","0","2,0","9","2,0","0","1,0","0","1,0","0","1,0","","","20040209",",2,0","20040229","+,,0","20040229","+,,0","","","20040206",",1,0","20040229","+,1,0","-6.1","2,0,09,","0",",,0,29,+","0",",,0,29,+","47.0","1,,0,06,","20.0","1,0,29,+","1086.6","0","283.8","1,0","214.7","1,,,0","0",",,,0","7.83","2,0","13.56","1,,,0","2.10","2,,,0"
"USC00092159","2004-03","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","10.1","0","10.1","1,0","2",",0","2",",0","0",",0","0","2,0","0",",0","0","1,0","2","1,0","0","1,0","24","1,0","0","1,0","","","20040312","+,1,0","20040331","+,2,0","20040331","+,,0","","","20040331",",,0","20040328","+,1,0","0.0","1,0,12,+","0","2,,0,31,+","0",",T,0,31,+","15.2",",,0,31,","28.9","1,0,28,+","1173.3","0","86.7","1,0","20.3",",,,0","0",",T,,0","15.78","1,0","23.40","1,,,0","8.16","1,,,0"
"USC00092159","2004-04","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","36.1","0","26.0","4,0","4","2,0","4","2,0","1","2,0","0",",0","0",",0","0","4,0","0","4,0","0","4,0","22","4,0","0","4,0","","","20040401",",4,0","20040430","+,,0","20040427",",,0","","","20040430",",2,0","20040425","+,4,0","3.3","4,0,01,","0",",,0,30,+","0",",T,0,27,","27.2","2,,0,30,","31.1","4,0,25,+","1223.0","0","49.7","4,0","85.9",",a,,0","0",",T,,0","17.42","4,0","25.34","4,,,0","9.50","4,,,0"
"USC00092159","2004-05","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","188.4","0","152.3","2,0","7","2,0","5","2,0","1","2,0","0","1,0","0",",0","0","2,0","0","2,0","0","2,0","29","2,0","6","2,0","","","20040504",",2,0","20040531","+,1,0","20040515",",,0","1","","20040501",",2,0","20040530",",2,0","6.7","2,0,04,","0","1,,0,31,+","0",",T,0,15,","26.7","2,,0,01,","34.4","2,0,30,","1230.5","0","7.5","2,0","76.8",",a,,0","0",",T,,0","23.32","2,0","29.69","2,,,0","16.96","2,,,0"
"USC00092159","2004-06","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","403.9","0","215.5","2,0","10",",0","8",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","10","1,0","","","20040603",",1,0","20040630","+,,0","20040630","+,,0","","","20040613",",,0","20040620","+,1,0","16.7","1,0,03,","0",",,0,30,+","0",",,0,30,+","49.3",",,0,13,","34.4","1,0,20,+","1230.5","0","0.0","1,0","154.3",",,,0","0",",,,0","25.99","2,0","31.28","1,,,0","20.71","1,,,0"
"USC00092159","2004-07","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","647.1","0","243.2","5,0","5","4,0","4","4,0","1","4,0","0",",0","0",",0","0","5,0","0","5,0","0","4,0","27","4,0","22","4,0","","","20040720",",5,0","20040731","+,,0","20040731","+,,0","","","20040702",",4,0","20040724",",4,0","18.9","5,0,20,","0",",,0,31,+","0",",,0,31,+","38.1","4,,0,02,","36.7","4,0,24,","0.0","0","0.0","4,0","125.4",",a,,0","0",",,,0","27.69","5,0","33.32","4,,,0","22.05","5,,,0"
"USC00092159","2004-08","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","887.3","0","240.2",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","","","20040812",",,0","20040831","+,,0","20040831","+,,0","","","20040810",",,0","20040805","+,,0","12.8",",0,12,","0",",,0,31,+","0",",,0,31,+","61.0",",,0,10,","35.0",",0,05,+","0.0","0","0.0",",0","99.8",",,,0","0",",,,0","26.08",",0","31.41",",,,0","20.75",",,,0"
"USC00092159","2004-09","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","6","2,0","4","2,0","3","2,0","0",",0","0",",0","0","5,0","0","5,0","","","","","","","","","20040928","+,5,0","20040930","+,,0","20040930","+,,0","","","20040916",",2,0","","","12.2","5,0,28,+","0",",,0,30,+","0",",,0,30,+","67.3","2,,0,16,","","","","","","","243.4",",a,,0","0",",,,0","","","","","18.20","5,,,0"
"USC00092159","2004-10","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","71.3","2,0","4",",0","2",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","26","2,0","0","2,0","","","20041016",",2,0","20041031","+,,0","20041031","+,,0","","","20041019",",,0","20041003","+,2,0","6.1","2,0,16,","0",",,0,31,+","0",",,0,31,+","22.4",",,0,19,","29.4","2,0,03,+","","","11.7","2,0","27.6",",,,0","0",",,,0","20.39","2,0","25.42","2,,,0","15.36","2,,,0"
"USC00092159","2004-11","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","17.9",",0","8",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","","","20041126","+,,0","20041130","+,,0","20041130","+,,0","","","20041124",",,0","20041103","+,,0","0.6",",0,26,+","0",",,0,30,+","0",",,0,30,+","40.6",",,0,24,","28.9",",0,03,+","","","123.3",",0","149.0",",,,0","0",",,,0","14.82",",0","21.18",",,,0","8.46",",,,0"
"USC00092159","2004-12","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","0.0","3,0","7",",0","7",",0","0",",0","0",",0","0",",0","0","3,0","12","3,0","0","3,0","3","3,0","0","3,0","","","20041218","+,3,0","20041231","+,,0","20041231","+,,0","","","20041223",",,0","20041207",",3,0","-10.0","3,0,18,+","0",",,0,31,+","0",",,0,31,+","19.1",",,0,23,","22.8","3,0,07,","","","286.9","3,0","66.3",",,,0","0",",,,0","8.09","3,0","14.65","3,,,0","1.53","3,,,0"
"USC00092159","2005-01","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","0.0","0","0.0","3,0","4",",0","4",",0","1",",0","0",",0","0",",0","0","2,0","14","2,0","0","3,0","9","3,0","0","3,0","","","20050129",",2,0","20050131","+,,0","20050131","+,,0","","","20050129",",,0","20050104",",3,0","-10.0","2,0,29,","0",",,0,31,+","0",",,0,31,+","25.4",",,0,29,","22.8","3,0,04,","","","261.7","3,0","69.6",",,,0","0",",,,0","9.17","3,0","16.16","3,,,0","2.17","2,,,0"
"USC00092159","2005-02","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","20050228","+,,0","20050228","+,,0","","","","","","","","","0",",,0,28,+","0",",,0,28,+","","","","","","","","","140.5",",a,,0","0",",,,0","","","","","",""
"USC00092159","2005-03","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","1.4","3,0","6","2,0","6","2,0","3","2,0","0",",0","0",",0","0","3,0","4","3,0","0","2,0","11","2,0","0","2,0","","","20050302",",3,0","20050331","+,,0","20050331","+,,0","","","20050327",",2,0","20050327",",2,0","-2.2","3,0,02,","0",",,0,31,+","0",",,0,31,+","60.7","2,,0,27,","29.4","2,0,27,","","","194.1","2,0","181.1",",a,,0","0",",,,0","11.64","3,0","18.83","2,,,0","4.45","3,,,0"
"USC00092159","2005-04","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","9.2","3,0","10",",0","10",",0","3",",0","0","5,0","0","1,0","0","3,0","0","3,0","0","3,0","22","3,0","0","3,0","","","20050425",",3,0","20050430","+,5,0","20050430","+,1,0","","","20050407",",,0","20050423",",3,0","3.3","3,0,25,","0","5,,0,30,+","0","1,,0,30,+","39.4",",,0,07,","28.3","3,0,23,","","","63.8","3,0","198.3",",,,0","0","1,,,0","16.31","3,0","24.45","3,,,0","8.17","3,,,0"
"USC00092159","2005-05","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","79.7","3,0","5","2,0","4","2,0","1","2,0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","27","3,0","4","3,0","","","20050502",",3,0","20050531","+,,0","20050531","+,,0","","","20050501",",2,0","20050514",",3,0","8.3","3,0,02,","0",",,0,31,+","0",",,0,31,+","36.8","2,,0,01,","32.8","3,0,14,","","","13.4","3,0","73.5",",a,,0","0",",,,0","20.70","3,0","27.68","3,,,0","13.73","3,,,0"
"USC00092159","2005-06","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","189.7","3,0","11","2,0","10","2,0","4","2,0","0",",0","0",",0","0","3,0","0","3,0","0","3,0","27","3,0","13","3,0","","","20050601",",3,0","20050630","+,,0","20050630","+,,0","","","20050601",",2,0","20050616","+,3,0","16.1","3,0,01,","0",",,0,30,+","0",",,0,30,+","55.9","2,,0,01,","33.9","3,0,16,+","","","0.0","3,0","281.8",",a,,0","0",",,,0","25.36","3,0","30.47","3,,,0","20.25","3,,,0"
